,Products,depths,Solved
0,COc1ccc2cc(C(=O)O)ccc2c1OC,11.0,False
1,O=C(O)c1ccccc1-n1cnnc1,11.0,False
2,C=Cc1cccc(-c2ccnc(C(=O)O)c2Cl)c1,11.0,False
3,CCC(COc1cccc(OC(C)C)c1)C(=O)O,11.0,False
4,O=C(O)c1ncccc1-c1ncc[nH]1,11.0,False
5,COc1ccc2cc(C(=O)O)c(OCc3cc(F)ccc3Br)cc2c1,11.0,False
6,CCCc1cc(C(=O)O)ccc1Oc1ccccc1OC,11.0,False
7,CCOc1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2C(=O)O)cc(C(C)C)c1,11.0,False
8,COc1cc(OCc2cc(Cl)ccc2C(=O)O)ccc1Cl,11.0,False
9,O=C(O)Cc1ccc(O)c(C(=O)c2ccccc2)c1O,11.0,False
10,O=C(O)c1ccnc(Cl)c1Cl,11.0,False
11,CCc1cc2ccccc2n1-c1ccc(OC)cc1C(=O)O,11.0,False
12,CCc1[nH]ccc1C(=O)O,2.0,True
13,CC(C)c1ncc(-c2ccc(C(=O)O)s2)[nH]1,11.0,False
14,Nc1cc(C(=O)O)ccc1F,11.0,False
15,COc1ccc(-c2cc(OC(F)F)ccc2C(=O)O)cc1,11.0,False
16,O=C(O)c1cc(O)c(F)c(F)c1,1.0,True
17,Cc1cc(-c2ccccc2C(=O)O)cc(F)c1F,9.0,True
18,Cc1cc(=O)[nH]c(C)c1C(=O)O,2.0,True
19,O=C(O)c1cccc(C(=O)C=Cc2ccccc2)c1,11.0,False
20,CC12CCCC(CC1)C2(C)C(=O)O,11.0,False
21,O=C(O)c1cccc(-c2ccccc2)n1,1.0,True
22,O=C(O)CCC(c1cc(F)cc(F)c1)c1cccc(C(F)(F)F)c1,11.0,False
23,CCOc1ccc(C(=O)O)c(OCc2cccc(OC)c2)c1,11.0,False
24,Cc1cc(Cl)cc(Br)c1C(=O)O,3.0,True
25,C=CC(=O)c1ccc(C(=O)O)cc1C(F)(F)F,11.0,False
26,O=C(O)c1cc(-c2ccccc2)cc(C(F)(F)F)cc1=O,11.0,False
27,COc1cc(C(F)(F)F)ccc1-c1ccc(C(=O)O)cc1,11.0,False
28,O=C(O)Cc1ccc(-c2ccccc2)cc1,1.0,True
29,CCCCNCc1ccc(-c2nc(C(=O)O)c(C)s2)cc1,11.0,False
30,O=C(O)c1cc(-c2cc3ccccc3cc2O)c[nH]1,11.0,False
31,CC(C)c1ccc(Cc2ccc(C(F)(F)F)cc2C(=O)O)cc1,4.0,True
32,Cc1cc(-c2ccc(C(F)(F)F)cc2Cl)ccc1C(=O)O,2.0,True
33,COc1c(-c2cnc[nH]2)ccc(C(=O)O)c1Cl,11.0,False
34,CCOc1cc(C)c(C)c(C(=O)O)c1,1.0,True
35,N#Cc1cccc(-c2cc(-c3cccc(Cl)c3C(F)(F)F)cc(Br)c2C(=O)O)c1,11.0,False
36,CCCCOc1cc(C(=O)O)cc(OCC)c1F,11.0,False
37,COc1cc(Cc2cc(OC(F)(F)F)ccc2C(=O)O)ccc1C,11.0,False
38,O=C(O)c1nc(O)c(O)c(O)n1,11.0,False
39,CC(C)COc1cc(C(F)(F)F)ccc1C(C)(C)CC(=O)O,11.0,False
40,COc1c(C(=O)O)ccc(Br)c1F,3.0,True
41,CC(C)(C)c1c(O)cccc1Oc1ccc(Cl)cc1C(=O)O,11.0,False
42,CCCOc1ccc(C(=O)O)c(C(F)(F)F)c1,11.0,False
43,CCc1cc(F)c(C(=O)O)cc1-c1c(C)cc(C)nc1C,11.0,False
44,O=C(O)c1c(Cl)cc(Cl)cc1-c1ccoc1,11.0,False
45,C=Cc1c(C(=O)O)ccc(Cl)c1OC(F)(F)F,11.0,False
46,CC(C)c1ccc(C(=O)O)cc1-c1ccccc1,4.0,True
47,O=C(O)c1ccc(-c2ccc(OC(F)F)c(C(F)(F)F)c2)cc1,11.0,False
48,Cc1nccn1-c1nnc(C(=O)O)cc1Br,11.0,False
49,Cc1cn(-c2cc(C(=O)O)ccc2C(C)(C)C)cn1,11.0,False
50,CC(C(=O)O)c1ccc(-c2ccc(F)cc2)c(C(F)(F)F)c1,11.0,False
51,O=C(O)c1cc(-c2ccc(O)cc2Cl)cs1,11.0,False
52,CCOc1ccc(Br)cc1-c1sc(C)c(C(=O)O)c1C,11.0,False
53,O=C(O)c1cc(-c2ccccc2O)on1,11.0,False
54,O=C(O)c1ccc(-n2ccnn2)cc1,1.0,True
55,O=C(O)c1c(Cl)cc(F)c(OC(F)F)c1Cl,11.0,False
56,Cc1cccc(-c2c(C)cccc2C(=O)O)c1,11.0,False
57,O=C(O)c1cc2cc[nH]c2cc1C(F)(F)F,11.0,False
58,CCc1ccc(C(=O)O)c(F)c1,8.0,True
59,Cc1cccc(-c2ccc(Cl)c(C(=O)O)c2)c1,11.0,False
60,COc1ccc(-c2ccc(C(=O)O)cc2)c(Br)c1,11.0,False
61,CCOc1ccc(-c2ccc(CC)cc2)cc1C(=O)O,11.0,False
62,O=C(O)c1sccc1C1CCCCC1,11.0,False
63,Cc1ccnc(C(=O)O)c1Oc1cccnc1,11.0,False
64,CCc1cc(C)ccc1-n1nc(C(=O)O)c2ccccc21,11.0,False
65,O=C(O)Cc1ccc(O)cc1C(F)(F)F,3.0,True
66,CCC(=O)c1ccccc1-n1nc(C(=O)O)cc1C(F)(F)F,11.0,False
67,O=C(O)c1nc(-c2ccccc2)cs1,11.0,False
68,CC(C)c1c(C(=O)O)ccc2cc(Cl)ccc12,11.0,False
69,Nc1cc(-c2ccc(C3CCCC(F)C3)cc2C(=O)O)ccc1F,11.0,False
70,COc1cccc(Oc2cc(Cl)cc(C(=O)O)c2)c1,11.0,False
71,O=C(O)c1cccc(-c2ccccc2F)c1Br,7.0,True
72,CS(=O)(=O)c1ccccc1C(=O)O,1.0,True
73,O=C(O)c1ccc(Br)cc1F,3.0,True
74,COc1cc(C(=O)O)ccc1-c1cc[nH]c(=O)c1,11.0,False
75,CCC(C)Oc1cccc(OC)c1C(=O)O,11.0,False
76,CCOc1cc(Cl)c(Cl)cc1C(=O)O,11.0,False
77,O=C(O)c1c(F)cccc1-c1ccc(F)cc1,11.0,False
78,CC(C)Oc1ccc(-c2ccc(C(=O)O)c(Br)c2)cc1,11.0,False
79,Cc1cc(C)c(C(=O)O)cc1Oc1cccc(Cl)c1,11.0,False
80,Cc1ccnc(C(=O)O)c1,1.0,True
81,CC(=O)c1ccc(-c2cc(Cl)c(C(=O)O)cc2C)[nH]1,11.0,False
82,COc1cccc(-c2cc(OC)c(CC(=O)O)cc2C(F)(F)F)c1,11.0,False
83,Cc1ncc(O)c(C(=O)O)n1,0.0,True
84,Cc1ccc(-c2ccccc2C(=O)O)c(O)c1,1.0,True
85,COc1ccc(-c2ccc(C(=O)O)cc2Cl)c(C(F)(F)F)c1,11.0,False
86,COc1ccc(C(=O)O)cc1-n1cc(C)c(=O)c(C(F)(F)F)n1,11.0,False
87,O=C(O)c1ccc(O)cc1-c1cccc(F)c1,11.0,False
88,Cc1c(O)c(C)c2ccccc2c1C(=O)O,2.0,True
89,C=C(C)c1c(F)cc(C(=O)O)cc1F,11.0,False
90,COc1cc(Cl)c2ncc(C)c(C)c2c1C(=O)O,11.0,False
91,CCOc1ccccc1-c1cc(C(=O)O)c(C(F)(F)F)cc1Cl,11.0,False
92,O=C(O)c1cccc(-c2ccc(Br)c(F)c2Cl)c1,11.0,False
93,Cc1cc(-c2ccccc2)ncc1C(=O)O,1.0,True
94,O=C(O)c1ccc(-c2ccsc2)cc1Br,11.0,False
95,O=C(O)c1[nH]c2cnccc2c1O,11.0,False
96,CCN(CC)c1cccc(C(=O)O)c1OC,11.0,False
97,Nc1ccc(C(=O)O)c(C(F)(F)F)c1,2.0,True
98,Cc1cc(OCc2cccc(Cl)c2)ccc1C(=O)O,11.0,False
99,N#Cc1cc(OCc2cccc(Cl)c2Cl)c(C(=O)O)cc1[N+](=O)[O-],11.0,False
100,O=C(O)c1cc2c(C(F)(F)F)c3ccccc3cc2cc1F,11.0,False
101,Cc1cccc(-c2cc(C)cc(C(=O)O)c2)c1,11.0,False
102,O=C(O)c1cc(O)cc(=O)[nH]1,2.0,True
103,COc1ccc(-c2cccc3cc(C(C)C)nc(C(=O)O)c23)cn1,11.0,False
104,COc1ccc(-c2cc(C)ccc2C(=O)O)cc1C(C)(C)C,11.0,False
105,CCc1cccc(C(=O)O)c1CC,1.0,True
106,O=C(O)c1cc(Oc2ccccc2OC(F)(F)F)ccn1,11.0,False
107,O=C(O)c1cnc(Cl)cc1C(F)(F)F,3.0,True
108,O=C(O)c1cccnc1Oc1cccc(Cl)c1Cl,11.0,False
109,O=C(O)c1ccc(C(F)(F)F)c(O)c1Br,2.0,True
110,O=C(O)c1c[nH]c2cc(O)ccc12,11.0,False
111,Cn1cc(-c2ccccc2)c(C(=O)O)n1,11.0,False
